id,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7
1643,-0.08217064,-0.30049589,-0.18029481,-1.85427988,0.27631000,1.28273821,0.60227519
1644,-0.03912687,0.10182068,-0.02158347,-1.42085397,0.36799300,1.31731415,0.78483158
1645,-0.11297089,-0.28496662,-0.24201700,-1.86669004,0.23531935,1.27404225,0.50048643
1646,0.05003659,-0.45612189,-0.03938898,-1.85983920,0.36979660,1.22301972,0.92792326
1647,0.15894029,-0.13100515,0.13855332,-1.45320189,0.45069617,1.26884592,1.22073591
1648,-0.23475532,-0.39010274,-0.44265687,-2.02022195,0.07774907,1.26130295,0.21000324
1649,0.10177943,-0.34161082,0.04242902,-1.70636737,0.40754041,1.22401083,1.06593585
1650,-0.20406748,-0.23263302,-0.34056759,-1.87029958,0.14295489,1.29205739,0.30273491
1651,0.03629528,-0.13633804,-0.01300608,-1.61325467,0.37684610,1.29580319,0.90694791
1652,0.05620024,-0.12718798,0.03632214,-1.58028352,0.41089734,1.28526580,0.97561449
1653,0.08427849,-0.23640189,0.04056296,-1.62004983,0.41396192,1.25080824,1.04619527
1654,-0.13139698,-0.27265674,-0.27910838,-1.86070943,0.20352952,1.28251815,0.45399141
1655,0.09410451,-0.28393853,0.02410816,-1.67046344,0.40420088,1.26017964,1.02843440
1656,0.01297736,-0.34022588,-0.07363612,-1.79412770,0.34195581,1.25606322,0.84172094
1657,-0.13655232,-0.01830419,-0.17338368,-1.63100231,0.27718836,1.33935392,0.49719739
1658,-0.06561035,-0.32413608,-0.16036984,-1.83398330,0.28756040,1.23996246,0.65681726
1659,-0.08068371,-0.10569781,-0.13861129,-1.68577361,0.30881992,1.32022524,0.63330036
1660,-0.24375048,-0.24341251,-0.39367980,-1.93087494,0.12171152,1.32970846,0.19301774
1661,-0.00343533,-0.10051888,-0.03216208,-1.59478128,0.36242917,1.29904687,0.82017368
1662,0.01687548,-0.21539885,-0.05448494,-1.69453084,0.36011267,1.25843298,0.82206941
1663,-0.04694605,-0.31538439,-0.15277591,-1.83395159,0.29616043,1.27525985,0.70033360
1664,0.08046263,-0.14317562,0.06437163,-1.53264630,0.41253054,1.27870929,1.05319488
1665,0.04155810,-0.01120848,0.03878656,-1.46854722,0.40041026,1.30382121,0.93278784
1666,0.13204725,-0.34133676,0.04055704,-1.73392379,0.42753020,1.28157794,1.14944434
1667,0.15708360,-0.17162573,0.13120961,-1.49304736,0.45734540,1.27024865,1.20578861
1668,-0.13531113,-0.20547162,-0.24732301,-1.81202471,0.23437943,1.30401087,0.46225506
1669,-0.25683123,-0.23765242,-0.39276776,-1.89708006,0.11599462,1.30558217,0.20383637
1670,-0.14745426,-0.36240149,-0.31677440,-1.96086931,0.16886613,1.27810180,0.39335716
1671,0.01783063,-0.30589879,-0.06137442,-1.76980734,0.36349711,1.26024747,0.85196841
1672,0.17472821,-0.38632271,0.09633895,-1.67803299,0.45890051,1.22298896,1.20984221
1673,-0.18820304,-0.09086777,-0.24983823,-1.72714269,0.23532610,1.32793570,0.38083559
1674,-0.16122133,-0.38352007,-0.32711500,-1.95407665,0.15037809,1.25740302,0.39729267
1675,0.11979803,-0.20324285,0.08104234,-1.55890286,0.42737946,1.25169039,1.12409353
1676,-0.16046014,-0.11806907,-0.21486452,-1.73760879,0.26962283,1.35292280,0.47150391
1677,0.00619620,-0.13433433,-0.03538931,-1.62150252,0.36790827,1.29494488,0.85026944
1678,-0.30390143,0.05742296,-0.27233237,-1.66176152,0.23215584,1.35808253,0.25976557
1679,-0.09422018,-0.22054517,-0.17695305,-1.76105964,0.29028252,1.31443989,0.58398116
1680,-0.09623960,-0.46317226,-0.24589399,-1.99752629,0.21408932,1.22848094,0.53700209
1681,-0.41145724,0.25922820,-0.26183087,-1.49498689,0.24468616,1.34024179,0.16283628
1682,-0.20426203,0.17248301,-0.11353523,-1.45346355,0.33407676,1.34202278,0.52696216
1683,0.01662356,-0.19650677,-0.02772988,-1.66529381,0.37386596,1.27567446,0.87115067
1684,-0.01561838,-0.71591830,-0.19558674,-2.12598181,0.23329431,1.13477004,0.73128122
1685,-0.19850466,-0.11641084,-0.29584691,-1.76359046,0.19004828,1.32328713,0.32566565
1686,-0.11115897,-0.38984877,-0.27797651,-1.93743646,0.20005225,1.23275375,0.49098200
1687,-0.00115643,-0.50895971,-0.13540351,-1.95250392,0.30781224,1.21190023,0.77882695
1688,-0.39187735,0.07544175,-0.37694466,-1.68832326,0.14608684,1.35097647,0.06354156
1689,0.06560731,-0.36580467,-0.00286763,-1.76365769,0.38940111,1.23479998,0.97696275
1690,-0.10297477,-0.24440849,-0.17573455,-1.81092441,0.27612013,1.29643273,0.59088695
1691,-0.08151472,-0.17629765,-0.13477558,-1.71051395,0.28983444,1.30683303,0.61783260
1692,-0.10400856,-0.18974960,-0.18158764,-1.75848234,0.28812018,1.29847610,0.57555652
1693,0.03251773,-0.22592498,-0.01799492,-1.66736352,0.37878668,1.26897633,0.91800773
1694,-0.15963693,-0.19704768,-0.27400535,-1.82035053,0.21362577,1.31228447,0.40653974
1695,-0.09965065,-0.46284935,-0.26732767,-1.99234784,0.20360520,1.23155248,0.52743429
1696,-0.18327814,-0.46987355,-0.39347726,-2.03104782,0.09347454,1.22346532,0.31989932
1697,0.02671553,-0.26645866,-0.04396040,-1.72573388,0.36724594,1.26924407,0.87749833
1698,-0.08372347,-0.40663978,-0.24240389,-1.95634735,0.22295178,1.25909007,0.54523927
1699,0.06092818,-0.24702910,-0.01319002,-1.68322694,0.38167793,1.26767540,0.94264191
1700,-0.13918090,-0.15109567,-0.18669906,-1.78105569,0.27688506,1.34765923,0.53219777
1701,-0.29231623,-0.24335898,-0.45196307,-1.93124068,0.05656094,1.29584396,0.09703042
1702,-0.17418043,-0.04817427,-0.20939291,-1.67486322,0.26908860,1.32071579,0.44769710
1703,0.03528877,-0.42707270,-0.05718293,-1.84384930,0.35689977,1.22753191,0.89425808
1704,-0.19224446,-0.34165540,-0.36585450,-1.95935440,0.12872724,1.26759720,0.30597967
1705,-0.37566134,0.20574430,-0.26259696,-1.52016795,0.22960567,1.34751499,0.18999867
1706,0.00101548,-0.48918191,-0.11526714,-1.93161428,0.31843600,1.20440888,0.79157168
1707,-0.34668636,-0.02456878,-0.38915613,-1.76721656,0.13095738,1.35323501,0.08730797
1708,-0.12695555,-0.05102606,-0.16682526,-1.65695739,0.29093489,1.34185934,0.53134215
1709,0.04942000,-0.31549686,-0.03105903,-1.74991310,0.36966819,1.25731170,0.91912836
1710,0.00173181,-0.41982707,-0.10803074,-1.87904942,0.31235790,1.23740900,0.76380247
1711,-0.21223122,-0.09147204,-0.27889594,-1.74881566,0.21589197,1.32760465,0.33574969
1712,-0.10989633,-0.30316779,-0.19672960,-1.86616170,0.26206845,1.28233719,0.57452863
1713,0.00191280,-0.00404919,0.00660988,-1.48579729,0.37499756,1.30511796,0.87810940
1714,0.11403108,-0.26072505,0.07901937,-1.62703860,0.43302444,1.24635565,1.11281610
1715,-0.01950543,-0.28232378,-0.08949944,-1.77919757,0.33905795,1.27501571,0.77856171
1716,0.00156361,-0.17655897,-0.04053497,-1.64380205,0.35936594,1.28945339,0.85861951
1717,-0.01349354,-0.17876361,-0.05878872,-1.69093359,0.36932585,1.28402400,0.80357516
1718,0.03683898,-0.27789059,-0.03762881,-1.73085296,0.37148339,1.26654756,0.90213484
1719,0.06866577,0.19389075,0.11196049,-1.22472787,0.41754413,1.29369187,1.03295422
1720,-0.28050643,-0.09115334,-0.36739418,-1.77549613,0.14417335,1.32325697,0.16213617
1721,-0.00426550,-0.35154217,-0.09740194,-1.83571279,0.33740988,1.26291311,0.79344416
1722,-0.10036829,-0.20178226,-0.15780523,-1.75146461,0.27839679,1.29884827,0.61828870
1723,-0.15525751,-0.01719247,-0.18783036,-1.62462580,0.26764920,1.33949935,0.47155112
1724,-0.09643403,-0.49802369,-0.28839159,-2.07300830,0.22126892,1.27064025,0.54184669
1725,-0.30955637,-0.05771131,-0.40156364,-1.80608237,0.12805437,1.34966898,0.08559552
1726,0.01989675,0.08530624,0.03548963,-1.38373458,0.38812539,1.31005192,0.92574888
1727,-0.25932744,0.04124334,-0.27770647,-1.63047755,0.21854779,1.34534562,0.27082640
1728,0.11924511,-0.31112978,0.07369360,-1.65928710,0.42759368,1.23964417,1.12925887
1729,-0.14006788,-0.11512344,-0.21799332,-1.72750306,0.25204256,1.32181358,0.47676653
1730,-0.09882048,-0.19143534,-0.17040753,-1.76578164,0.28561786,1.30743015,0.59059268
1731,0.13314521,-0.61948502,0.02362069,-1.91856968,0.40290827,1.17064321,1.11078322
1732,0.08920154,-0.40590087,0.00426541,-1.77827704,0.40359548,1.23137903,1.03741801
1733,-0.09682392,-0.25487727,-0.19022772,-1.81611478,0.26809499,1.28669751,0.57730746
1734,-0.02748504,-0.56277704,-0.15775883,-2.01830220,0.27345142,1.19474351,0.73166120
1735,-0.28590038,0.19471933,-0.16898930,-1.44708228,0.29241267,1.31958711,0.37936372
1736,0.00927100,-0.24184950,-0.05468162,-1.70958197,0.35297039,1.27762401,0.85195988
1737,-0.04472890,-0.05226110,-0.06039695,-1.58548057,0.35317045,1.31202400,0.75538176
1738,-0.16667771,-0.34119773,-0.32694572,-1.93302917,0.15650591,1.27793527,0.37380505
1739,0.06605621,-0.27092284,0.00923948,-1.66666090,0.38113579,1.24914455,0.97590989
1740,-0.07106370,-0.49008220,-0.21272177,-1.99236810,0.23976460,1.21899593,0.62563765
1741,-0.11543882,-0.31452540,-0.25187269,-1.88623536,0.21667404,1.26515985,0.50078100
1742,-0.04299396,-0.64241564,-0.25018573,-2.10280061,0.18483178,1.14026332,0.63209170
1743,-0.28042415,0.33887741,-0.12911603,-1.30881369,0.32414076,1.35222805,0.45860219
1744,-0.17128071,-0.23368937,-0.30002686,-1.85129392,0.21179520,1.29727232,0.37407148
1745,-0.07828064,-0.46291494,-0.21958408,-1.97165525,0.23537703,1.21381629,0.60598910
1746,-0.05121103,-0.40259442,-0.17688605,-1.91420305,0.28007522,1.24117088,0.66559744
1747,0.10299566,-0.67041016,-0.04074121,-1.98344636,0.35994133,1.15442455,1.01150322
1748,0.06702319,-0.58819336,-0.04203228,-1.95107949,0.36427110,1.17646122,0.95666271
1749,0.09494776,-0.26055661,0.04269812,-1.64419723,0.41158855,1.25272155,1.04406786
1750,-0.09602475,-0.27942038,-0.23358768,-1.85714161,0.22973745,1.26767218,0.51765752
1751,-0.29609686,0.09473318,-0.25566936,-1.60753429,0.24389330,1.35662711,0.29356676
1752,-0.08231747,-0.52820581,-0.22539437,-2.01652908,0.22447331,1.22056556,0.60009825
1753,-0.25392056,0.01051009,-0.26292446,-1.64899838,0.21792842,1.32792175,0.29367357
1754,-0.17729250,-0.44347578,-0.34566629,-1.99063468,0.13043654,1.23433805,0.37837541
1755,0.00787532,-0.19211093,-0.05002231,-1.66393745,0.36114553,1.28159297,0.83653206
1756,-0.11548091,-0.32285193,-0.25493342,-1.89148068,0.21449855,1.26493251,0.50851446
1757,-0.07812046,-0.19548029,-0.14299309,-1.75832319,0.30375060,1.28808904,0.64156884
1758,-0.20848835,-0.17614058,-0.31545022,-1.83186972,0.18643267,1.30018485,0.30812168
1759,-0.15099311,-0.40604609,-0.28193635,-1.95557749,0.18318753,1.25969100,0.44837463
1760,-0.17452447,-0.17857070,-0.26990652,-1.80283129,0.20481539,1.30073392,0.38374382
1761,-0.14083214,0.10754061,-0.08621059,-1.45955837,0.34043458,1.32766140,0.60667968
1762,-0.02186792,-0.09153172,-0.04583680,-1.58297884,0.35796282,1.28979671,0.80867964
1763,-0.06153561,-0.22972336,-0.13365021,-1.76451290,0.31757128,1.28504264,0.67675644
1764,-0.10747887,-0.51014972,-0.28624013,-2.03602576,0.17643118,1.22043598,0.49514008
1765,-0.27766171,-0.13866831,-0.38529503,-1.83751202,0.12100759,1.32440889,0.15484658
1766,-0.18994066,-0.27906808,-0.33849424,-1.89397323,0.14711134,1.28682482,0.31594551
1767,-0.05703485,-0.32311541,-0.16068855,-1.84352076,0.29006648,1.26591885,0.65567029
1768,-0.02291071,-0.41087890,-0.13705772,-1.88573754,0.29942653,1.23230994,0.72904199
1769,-0.21233469,-0.12933145,-0.30209172,-1.78149760,0.19605632,1.32573354,0.30929619
1770,-0.14002952,-0.16923729,-0.23132318,-1.77729356,0.25196913,1.31365788,0.46694332
1771,-0.10047393,-0.26072726,-0.19378555,-1.82956970,0.26659417,1.29354393,0.56836325
1772,0.05252701,-0.15844788,0.02731274,-1.59008586,0.40117303,1.26963651,0.96160644
1773,-0.15413043,-0.46397087,-0.37189716,-2.02527165,0.12674522,1.21377897,0.39745492
1774,-0.11375159,-0.36775404,-0.25786671,-1.92327750,0.20685835,1.25082541,0.51694363
1775,-0.17500477,0.03526247,-0.15567034,-1.58536685,0.30554563,1.34555697,0.51052022
1776,-0.16923861,-0.35680053,-0.34739304,-1.94547355,0.13601929,1.25800955,0.36271781
1777,0.10462129,0.09418404,0.12628232,-1.31492770,0.44511974,1.31549287,1.13679254
1778,-0.13731693,-0.40715444,-0.28114721,-1.96394789,0.18630733,1.26638830,0.45999330
1779,0.02622989,-0.68750775,-0.10670901,-2.05934858,0.31038979,1.14521408,0.84899950
1780,-0.36208957,0.18002893,-0.25060111,-1.52479923,0.23122421,1.32997680,0.21098422
1781,-0.18720576,-0.10670988,-0.25506848,-1.75019372,0.23386982,1.33158600,0.38677996
1782,-0.08773567,-0.26119912,-0.19223958,-1.82427847,0.27568620,1.29291356,0.58090782
1783,-0.14928377,-0.53117687,-0.37179741,-2.06274533,0.11237255,1.20243561,0.37516582
1784,-0.22606003,-0.27783355,-0.37933770,-1.91267216,0.11250097,1.29467094,0.24404879
1785,-0.03309099,-0.46776706,-0.16298795,-1.93928206,0.27738336,1.21214831,0.71320313
1786,-0.11041228,0.05673959,-0.09791478,-1.51773560,0.32661226,1.32612431,0.63652867
1787,-0.00748998,-0.16000217,-0.04522886,-1.65973055,0.37426084,1.28485548,0.81650263
1788,-0.03090575,-0.32341832,-0.13465160,-1.84193599,0.30031887,1.26438653,0.70507663
1789,-0.02828979,-0.39639080,-0.13890705,-1.88392174,0.30163100,1.24176371,0.72047120
1790,-0.04805045,-0.13049172,-0.07682998,-1.65977776,0.34998885,1.29749238,0.74835509
1791,-0.17104070,-0.12931728,-0.23870867,-1.75884581,0.24444623,1.32870460,0.42480892
1792,-0.15316701,-0.26794073,-0.24498740,-1.84949648,0.22496454,1.29247439,0.46516144
1793,-0.10262151,-0.22360736,-0.21261197,-1.80991566,0.25985226,1.29539466,0.54324090
1794,-0.17374167,-0.02624698,-0.19650960,-1.65650570,0.27681559,1.33084035,0.45777047
1795,0.25489119,-0.19684266,0.20834947,-1.45038867,0.50389922,1.27113819,1.45413613
1796,-0.02168971,-0.33578432,-0.14233339,-1.84514511,0.30210277,1.26027668,0.71749479
1797,0.02675459,-0.22530332,-0.03072695,-1.66928589,0.37754634,1.27135849,0.88685536
1798,-0.12963468,-0.44038701,-0.28207189,-1.98007333,0.19132218,1.25201046,0.48725307
1799,-0.26592508,-0.04504987,-0.31011707,-1.72467363,0.18900585,1.33232331,0.24254154
1800,-0.06913026,-0.46604100,-0.14830500,-1.93839979,0.28227553,1.19185388,0.70103550
1801,-0.08976912,-0.12812994,-0.14114183,-1.70557702,0.30730352,1.32015967,0.62474054
1802,-0.07627341,-0.22198193,-0.14684609,-1.76995301,0.29974011,1.30660570,0.63327694
1803,0.15229651,-0.34179258,0.11139894,-1.65063727,0.45643267,1.23299837,1.21864152
1804,-0.06235358,-0.13399185,-0.11117382,-1.66971862,0.31907135,1.29997110,0.70338160
1805,0.05767873,-0.06711220,0.06031496,-1.49234784,0.39888683,1.28936970,1.01109397
1806,-0.02823873,-0.07842016,-0.05876451,-1.60460675,0.36550722,1.31582963,0.77644360
1807,0.03910644,-0.41642150,-0.07697804,-1.83461297,0.35022441,1.22554648,0.86351639
1808,-0.01002228,-0.34920686,-0.12475445,-1.83813012,0.31852093,1.25072443,0.75039166
1809,0.09909587,-0.19252314,0.09353312,-1.55332386,0.43683067,1.26699090,1.11924994
1810,-0.03183876,-0.36098558,-0.14578420,-1.87010729,0.30074057,1.26050222,0.70848060
1811,-0.06143484,-0.15429011,-0.12896866,-1.69388688,0.32137874,1.29891562,0.68272913
1812,-0.00274087,-0.29929891,-0.08301771,-1.79174149,0.33736679,1.27237928,0.79403740
1813,0.09085548,-0.15272810,0.05924023,-1.55451119,0.42301005,1.27465212,1.02755415
1814,-0.15242416,-0.23712027,-0.25418982,-1.84198475,0.22349881,1.29912865,0.44474185
1815,-0.07118830,-0.53251380,-0.23408398,-2.02071548,0.23140512,1.22721899,0.60986906
1816,-0.34408456,-0.04915596,-0.36743411,-1.78087771,0.15718807,1.34236586,0.12957287
1817,0.06697273,-0.28421980,0.01451614,-1.68527019,0.39393833,1.24893820,0.99595326
1818,0.16997680,-0.07090104,0.17475276,-1.36256933,0.46147195,1.26266038,1.27909231
1819,-0.20520601,-0.62619579,-0.50586319,-2.16888976,-0.00013509,1.18384969,0.23452739
1820,-0.07735032,-0.04717531,-0.11275902,-1.59173191,0.30842811,1.33936584,0.67477703
1821,-0.27482781,0.09937742,-0.20169020,-1.58393681,0.26613325,1.33515286,0.36379129
1822,0.01587379,-0.50946873,-0.09767846,-1.92689085,0.32956246,1.20159280,0.83434731
1823,-0.21631253,-0.33441529,-0.39567295,-1.95989525,0.09730650,1.27510870,0.25139999
1824,-0.01979008,-0.22688428,-0.07721437,-1.72800004,0.34875444,1.28505802,0.78855872
1825,-0.11575550,0.03725115,-0.11873543,-1.54357708,0.30427876,1.32795250,0.58854628
1826,-0.27610385,-0.10842960,-0.37339640,-1.82224417,0.14699908,1.33960664,0.17087097
1827,-0.24660704,-0.02587802,-0.28800455,-1.68344891,0.20458889,1.33985221,0.26670933
1828,-0.22727607,-0.13513957,-0.31337237,-1.79400659,0.18558502,1.32473385,0.27961516
1829,-0.00776856,-0.20075905,-0.05179443,-1.68314743,0.36019710,1.26693809,0.81105930
1830,0.14076349,-0.16192308,0.11520814,-1.50051856,0.44440690,1.26427960,1.17618454
1831,0.10603629,0.07910945,0.14869319,-1.27406573,0.43616843,1.29386675,1.16919065
1832,0.14248079,-0.25879803,0.09984710,-1.60094488,0.44188479,1.25590718,1.16379225
1833,-0.11187084,-0.11308058,-0.17322597,-1.71444714,0.28248677,1.32037854,0.56316185
1834,0.05434835,0.03371360,0.06741299,-1.41194022,0.41346216,1.30051792,0.98555976
1835,-0.08995897,-0.43296766,-0.22570649,-1.95042610,0.23418327,1.22756946,0.57282066
1836,-0.09524028,-0.29823545,-0.21963131,-1.86047196,0.24776880,1.26887298,0.54152906
1837,-0.05829835,-0.26815879,-0.13970894,-1.79155862,0.30753359,1.28395498,0.70716614
1838,-0.37663749,0.18179379,-0.27270785,-1.54673970,0.21855395,1.33519232,0.19553454
1839,-0.02546285,-0.20850417,-0.08450080,-1.71746266,0.34326369,1.28739929,0.77699846
1840,-0.20464121,-0.28135863,-0.35795978,-1.92717469,0.15343656,1.30367243,0.28437734
1841,-0.02666511,0.11243567,0.00394888,-1.39105594,0.37902081,1.31241143,0.82677513
1842,-0.22789848,-0.31680125,-0.41092807,-1.94545186,0.08583457,1.27124345,0.22046955
1843,-0.08149503,0.15017018,-0.03751829,-1.40568554,0.35657042,1.33258379,0.72236913
1844,-0.16217469,-0.17672709,-0.23881000,-1.80182111,0.23394768,1.29420960,0.44641083
1845,-0.14020282,-0.34841064,-0.27137724,-1.92748177,0.20547523,1.27525115,0.44895273
1846,-0.23281381,-0.33315283,-0.36882040,-1.93907571,0.11682980,1.28266907,0.25586182
1847,-0.17092383,-0.14807160,-0.24482775,-1.77506328,0.23822279,1.32271087,0.42022878
1848,-0.13788816,-0.39581555,-0.27612326,-1.96195912,0.19094476,1.26697719,0.47994846
1849,-0.17202805,-0.00481246,-0.18321446,-1.65043080,0.29260343,1.34529614,0.47301847
1850,-0.16791151,-0.37389153,-0.31648093,-1.94755149,0.15885337,1.25465810,0.39405733
1851,-0.15929967,-0.28242356,-0.28664345,-1.88574767,0.19757377,1.30333412,0.38659352
1852,0.00115460,-0.25881657,-0.06444023,-1.74129593,0.35565773,1.27185524,0.82263803
1853,-0.08836690,-0.18847831,-0.15823928,-1.75272286,0.30115187,1.29800236,0.61485070
1854,-0.10484703,-0.10754891,-0.14974687,-1.68308079,0.29817167,1.31349099,0.59369636
1855,-0.16290617,-0.29511055,-0.32536811,-1.89374721,0.16460304,1.28674722,0.36729252
1856,-0.11392489,0.01412968,-0.11274097,-1.57594287,0.33297858,1.33164489,0.59481448
1857,-0.09443919,-0.09049131,-0.14090306,-1.66342986,0.29975757,1.32034791,0.60067713
1858,0.13454515,-0.23841909,0.11444996,-1.55809247,0.44012836,1.23882556,1.18082774
1859,0.19837728,-0.40503320,0.14290872,-1.65383697,0.47222987,1.18846548,1.30012882
1860,0.05682781,-0.25402004,0.01265069,-1.66875243,0.39494225,1.25914466,0.98517090
1861,0.10257500,-0.21275941,0.05238175,-1.59453094,0.41054001,1.24591100,1.05871570
1862,-0.19267625,-0.08292076,-0.24725080,-1.74422050,0.22920732,1.33904374,0.36814296
1863,-0.05741584,-0.44466478,-0.21009952,-1.95997322,0.25253856,1.23614621,0.62010670
1864,-0.14415656,-0.14568761,-0.21943089,-1.75367045,0.25880662,1.33431709,0.48303854
1865,-0.15681320,-0.27986071,-0.27994135,-1.87755287,0.20991896,1.27563095,0.41666591
1866,-0.14625715,-0.05221292,-0.18401805,-1.65330839,0.27240479,1.33065939,0.49969989
1867,-0.28071296,-0.13501173,-0.36431932,-1.83098066,0.13375571,1.34035051,0.17484044
1868,-0.09342431,-0.29181224,-0.20098174,-1.84463394,0.26386198,1.29005182,0.56964457
1869,-0.07233290,-0.17878354,-0.12296546,-1.73330128,0.32246509,1.31133664,0.66393447
1870,-0.22633892,-0.01718379,-0.26562262,-1.67853487,0.21339032,1.33807814,0.32923311
1871,-0.28324890,-0.19133437,-0.41018897,-1.86867559,0.09830785,1.32070470,0.13790399
1872,-0.03844491,-0.18757062,-0.09644976,-1.71253979,0.32985124,1.28876472,0.72470593
1873,-0.15831085,-0.23292650,-0.26967570,-1.84541190,0.22199760,1.29080617,0.41723061
1874,0.01272725,-0.21022826,-0.04004284,-1.68547928,0.36783656,1.27393711,0.86420816
1875,-0.01004988,-0.44288179,-0.12742352,-1.92114532,0.30875537,1.23113036,0.76465714
1876,-0.30812955,0.03984985,-0.29612967,-1.66178858,0.19852836,1.33693075,0.21471442
1877,-0.12566105,-0.24736515,-0.24423340,-1.83261788,0.23432915,1.29951966,0.48293787
1878,-0.05628560,-0.72706008,-0.26914144,-2.15061545,0.19752236,1.13935220,0.62906218
1879,0.01951712,0.06559668,0.04234712,-1.40686870,0.39047989,1.30885935,0.89082193
1880,-0.09694970,-0.14897904,-0.15985534,-1.71858060,0.29412624,1.30938470,0.61854845
1881,-0.04254238,-0.43436405,-0.18477106,-1.93163717,0.27262798,1.24796653,0.67279923
1882,-0.25506842,0.00632566,-0.27855793,-1.66493094,0.20648192,1.34077621,0.26689166
1883,-0.13388881,-0.39675611,-0.30544448,-1.96710157,0.18357319,1.27125347,0.42983073
1884,-0.03601097,-0.05710314,-0.04867458,-1.58104575,0.35768381,1.30884731,0.77842963
1885,-0.16991284,-0.51405287,-0.39508832,-2.06985450,0.09556240,1.20493543,0.35592180
1886,-0.16168000,-0.23388454,-0.25863585,-1.83374858,0.21456228,1.28441083,0.43190932
1887,0.08586626,-0.40528607,-0.00143606,-1.77792609,0.38980579,1.22157145,1.01171184
1888,-0.06047878,-0.30046442,-0.15578580,-1.81315482,0.29379469,1.27247286,0.66667110
1889,-0.10720447,-0.46410564,-0.28033397,-2.04576802,0.22814158,1.28070724,0.53862816
1890,-0.19570631,-0.30278119,-0.35280943,-1.90938330,0.13083242,1.27064836,0.31173533
1891,-0.02850969,-0.15240252,-0.06644291,-1.66170967,0.34582266,1.29209554,0.78249121
1892,-0.14364015,-0.24628964,-0.27586746,-1.85120308,0.20480765,1.30103385,0.42666757
1893,0.06392214,-0.08959241,0.04433409,-1.50587547,0.39544383,1.25971687,1.00786889
1894,-0.19688067,-0.08015572,-0.24453741,-1.72950697,0.24302851,1.33626759,0.38536990
1895,-0.06044821,-0.42640027,-0.15373752,-1.91474950,0.28772783,1.22980738,0.68498182
1896,0.02234498,-0.27354077,-0.04648908,-1.73248971,0.36285859,1.25991762,0.87114108
1897,-0.19945461,-0.34819201,-0.35773551,-1.94292533,0.12575933,1.26726091,0.30444545
1898,-0.07619929,-0.28069705,-0.19900954,-1.85230529,0.25672853,1.28410327,0.58205348
1899,-0.15116204,-0.19839436,-0.25267884,-1.79191339,0.23215908,1.29986084,0.42613620
1900,0.00233342,-0.00953314,-0.01331983,-1.51474583,0.37412316,1.32267773,0.83190620
1901,-0.33238405,0.27682847,-0.19432670,-1.41505885,0.27590394,1.32634532,0.32545656
1902,0.06425130,-0.21410102,0.02455682,-1.62188208,0.40187785,1.26585281,1.00508988
1903,0.11707273,-0.10332407,0.09089830,-1.46887004,0.42395279,1.27931762,1.11515522
1904,-0.21692252,-0.43798774,-0.45260769,-2.04605150,0.08224992,1.25799513,0.22406752
1905,0.20431885,-0.20542614,0.18097699,-1.47911966,0.48457375,1.24791026,1.32984757
1906,-0.13682045,-0.18638577,-0.20357478,-1.78429949,0.26577735,1.31229293,0.51805431
1907,0.07635009,-0.23469287,0.04741110,-1.62386763,0.40744373,1.26173437,1.04155779
1908,0.03151381,-0.47122490,-0.06942611,-1.89085352,0.35056564,1.20694137,0.87214941
1909,-0.32855785,0.00266448,-0.34315366,-1.71481180,0.16240193,1.34138322,0.13083975
1910,0.07166210,-0.48699728,-0.02259228,-1.85097027,0.34613720,1.20356309,0.97434705
1911,-0.21522883,-0.14589202,-0.31742668,-1.80569196,0.18423836,1.31401980,0.29097056
1912,0.06941991,-0.34930080,-0.01223648,-1.76115155,0.38209972,1.24558544,0.95992023
1913,-0.25981390,-0.15684816,-0.40133339,-1.84966767,0.11402868,1.33672011,0.14135551
1914,-0.22588417,0.24243313,-0.10091265,-1.37034738,0.33187816,1.32667923,0.49771643
1915,0.03713594,-0.14187060,-0.00026843,-1.59527838,0.38494661,1.28726828,0.93539840
1916,0.07515132,0.02127555,0.08912066,-1.38349020,0.41047359,1.28252256,1.05971587
1917,0.00031893,-0.03366118,0.01296752,-1.49839342,0.38331366,1.29412305,0.89010006
1918,0.15119097,-0.03879436,0.13997465,-1.36830986,0.44721273,1.26635695,1.20826316
1919,-0.27184448,-0.16017154,-0.40117025,-1.84093487,0.10418729,1.30985820,0.13728674
1920,0.01220842,0.22466823,0.08481915,-1.25410366,0.42509869,1.33264625,0.96274430
1921,0.07110961,0.00575308,0.07082377,-1.44249237,0.41398722,1.30573797,0.97694916
1922,-0.09726325,-0.39462698,-0.24622428,-1.93897855,0.21732040,1.23782277,0.55313867
1923,-0.19881290,-0.34597966,-0.38818520,-1.96445358,0.11571747,1.25659668,0.27347636
1924,-0.14666608,-0.06847416,-0.19071835,-1.68419254,0.27773556,1.32923162,0.50749689
1925,-0.24048790,-0.11532198,-0.32403263,-1.78225529,0.17913939,1.32287514,0.26118231
1926,-0.15735921,-0.19233371,-0.24997312,-1.80869496,0.23937751,1.30321455,0.43609971
1927,-0.01910731,-0.42418873,-0.12507442,-1.88434708,0.31463712,1.22082233,0.75188452
1928,-0.23524252,-0.19602615,-0.33272240,-1.84978092,0.15727440,1.32448125,0.26954693
1929,-0.02562270,-0.26130623,-0.10389709,-1.76658511,0.33426413,1.27281451,0.75475240
1930,0.04652119,-0.33899572,-0.03056521,-1.77196348,0.37001470,1.25102508,0.91081190
